user._id,user.username,chest.type,opened_with,open_at
64c3a1bad58820db16096802,TomPhilip,daily,time,1753561525
662e78911a6f5d6f0a092a42,Player_jazzra,big,time,1753599967
662e78911a6f5d6f0a092a42,Player_jazzra,small,gems,1753565013
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1753567857
666e611d56a42bf1ef02b667,thechamber,daily,time,1753568251
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1753595501
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1753600708
647a3c77c741ef51e4078558,bruzie,daily,time,1753604986
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1753619847
684ab65e50dede675c095f3d,Player_95f3d,big,time,1753742751
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1753623429
646b4214c741ef51e4078553,Tigermetal,daily,time,1753633027
684ab65e50dede675c095f3d,Player_95f3d,small,time,1753746765
646b4214c741ef51e4078553,Tigermetal,small,gems,1753640907
646b4214c741ef51e4078553,Tigermetal,small,time,1753782194
646d39a1c741ef51e4078554,deekep,daily,time,1753643307
65c2306a1e5c86cd63000f52,Mohammed,small,time,1753967195
662e78911a6f5d6f0a092a42,Player_jazzra,small,time,1753648804
65be0b427eadde4a9d04726b,NotSullivan,daily,time,1753645320
65be0b427eadde4a9d04726b,NotSullivan,small,time,1753730800
64c3a1bad58820db16096802,TomPhilip,daily,time,1753650343
64c3a1bad58820db16096802,TomPhilip,small,gems,1753651069
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1753746774
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1753661171
6878b43f07669e59860a33e2,Ding,daily,time,1753667405
661704d0e376ca8a2e0026c2,Player_026c2,daily,time,1753671786
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1753680553
680fbc307e4fa212a0092782,JimmyBrown,daily,time,1753711610
646b4214c741ef51e4078553,Tigermetal,small,time,1753782190
66019ecdea2d21e5000e1184,cwk0505,daily,time,1753717752
66019ecdea2d21e5000e1184,cwk0505,medium,time,1753773040
66019ecdea2d21e5000e1184,cwk0505,small,time,1753727845
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1753727693
66019ecdea2d21e5000e1184,cwk0505,small,time,1753734410
64c3a1bad58820db16096802,TomPhilip,medium,gems,1753728427
646d39a1c741ef51e4078554,deekep,daily,time,1753731843
65be0b427eadde4a9d04726b,NotSullivan,small,time,1753821499
65be0b427eadde4a9d04726b,NotSullivan,daily,time,1753731890
65a96bca03387feede060372,Player_60372,daily,time,1753733220
65a96bca03387feede060372,Player_60372,small,time,1753885523
66019ecdea2d21e5000e1184,cwk0505,small,time,1753806684
65bc261bafc2216366065d73,ze4591,daily,time,1753735619
67b2930cc451527b8c0c3ad4,ankoehlerhh,daily,time,1753735821
64c3a1bad58820db16096802,TomPhilip,daily,time,1753737985
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1753742741
684ab65e50dede675c095f3d,Player_95f3d,medium,time,1753772298
684ab65e50dede675c095f3d,Player_95f3d,small,gems,1753746782
647a3c77c741ef51e4078558,bruzie,daily,time,1753755519
65cabb1eddeb64d7560010fb,wiffle,daily,time,1753755569
6878b43f07669e59860a33e2,Ding,daily,time,1753755608
647a3c77c741ef51e4078558,bruzie,small,time,1753850489
647a3c77c741ef51e4078558,bruzie,small,time,1753924551
646b4214c741ef51e4078553,Tigermetal,medium,time,1753801350
646b4214c741ef51e4078553,Tigermetal,daily,time,1753773904
684ab65e50dede675c095f3d,Player_95f3d,medium,time,1753799504
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1753787402
66019ecdea2d21e5000e1184,cwk0505,medium,time,1754406729
66019ecdea2d21e5000e1184,cwk0505,big,time,1754333317
666e611d56a42bf1ef02b667,thechamber,daily,time,1753805811
66019ecdea2d21e5000e1184,cwk0505,small,time,1754070875
65c2306a1e5c86cd63000f52,Mohammed,medium,time,1754511413
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1753810207
662e78911a6f5d6f0a092a42,Player_jazzra,medium,time,1753879615
646b4214c741ef51e4078553,Tigermetal,small,"game store",1753817071
646b4214c741ef51e4078553,Tigermetal,small,"game store",1753817788
646b4214c741ef51e4078553,Tigermetal,small,time,1753825847
647e3e6bd9e2f9778b01364a,straykov,small,time,1754051237
647e3e6bd9e2f9778b01364a,straykov,daily,time,1753819492
65be0b427eadde4a9d04726b,NotSullivan,daily,time,1753821505
65be0b427eadde4a9d04726b,NotSullivan,medium,time,1753903076
646d39a1c741ef51e4078554,deekep,daily,time,1753822808
646b4214c741ef51e4078553,Tigermetal,big,time,1753885997
6617013490498db1210201cc,T4nkhfd,daily,time,1753836957
661704d0e376ca8a2e0026c2,Player_026c2,daily,time,1753842086
6617013490498db1210201cc,T4nkhfd,small,time,1760232511
647a3c77c741ef51e4078558,bruzie,daily,time,1753850584
64c3a1bad58820db16096802,TomPhilip,daily,time,1753863417
646b4214c741ef51e4078553,Tigermetal,daily,time,1753864893
646b4214c741ef51e4078553,Tigermetal,small,time,1753885994
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1753865963
646b4214c741ef51e4078553,Tigermetal,small,time,1753888974
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1753868146
6878b43f07669e59860a33e2,Ding,daily,time,1753874090
646b4214c741ef51e4078553,Tigermetal,small,time,1753895576
65a96bca03387feede060372,Player_60372,daily,time,1753885528
68348a3c671113c458068232,ericstifler,daily,time,1753887363
646b4214c741ef51e4078553,Tigermetal,medium,time,1753951627
646b4214c741ef51e4078553,Tigermetal,small,time,1753960303
666e611d56a42bf1ef02b667,thechamber,daily,time,1753896853
65be0b427eadde4a9d04726b,NotSullivan,small,time,1753986174
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1753906675
67b2930cc451527b8c0c3ad4,ankoehlerhh,daily,time,1753906709
65cabb1eddeb64d7560010fb,wiffle,daily,time,1753924594
647a3c77c741ef51e4078558,bruzie,small,time,1754345508
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1753925808
647a3c77c741ef51e4078558,bruzie,medium,time,1754474125
646b4214c741ef51e4078553,Tigermetal,daily,time,1753951618
64fe04d69af870d3ca093ef2,Esmonde,daily,time,1753957618
66f56f9c5607c1b58c08c9d3,WrongHole,daily,time,1753960337
66ead451305396e3df090152,BKRS,daily,time,1753964809
66ead451305396e3df090152,BKRS,small,gems,1757424273
65c2306a1e5c86cd63000f52,Mohammed,small,time,1753991777
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1753973057
64c3a1bad58820db16096802,TomPhilip,daily,time,1753974362
646d39a1c741ef51e4078554,deekep,daily,time,1753982783
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1753986075
65be0b427eadde4a9d04726b,NotSullivan,daily,time,1753986182
65be0b427eadde4a9d04726b,NotSullivan,big,time,1754049783
666e611d56a42bf1ef02b667,thechamber,daily,time,1753993998
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1753994447
666e611d56a42bf1ef02b667,thechamber,small,time,1754072281
65c2306a1e5c86cd63000f52,Mohammed,medium,time,1756397003
647a3c77c741ef51e4078558,bruzie,daily,time,1754008302
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1754033309
6878b43f07669e59860a33e2,Ding,daily,time,1754038023
685d3e79704cf8b1dd0d6351,kkxk,medium,"game store",1754044213
68348a3c671113c458068232,ericstifler,small,gems,1754982093
66ead451305396e3df090152,BKRS,medium,time,1757511102
67e3287c4d8cefc12a0d40a9,JAMES,daily,time,1754048971
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754049486
65be0b427eadde4a9d04726b,NotSullivan,medium,"game store",1754049883
65be0b427eadde4a9d04726b,NotSullivan,medium,"game store",1754049916
65be0b427eadde4a9d04726b,NotSullivan,big,"game store",1754049926
65be0b427eadde4a9d04726b,NotSullivan,small,"game store",1754049937
65be0b427eadde4a9d04726b,NotSullivan,small,"game store",1754049945
65be0b427eadde4a9d04726b,NotSullivan,small,"game store",1754049951
65be0b427eadde4a9d04726b,NotSullivan,small,"game store",1754049979
65be0b427eadde4a9d04726b,NotSullivan,medium,"game store",1754049988
646b4214c741ef51e4078553,Tigermetal,daily,time,1754052416
66019ecdea2d21e5000e1184,cwk0505,daily,time,1754067060
646b4214c741ef51e4078553,Tigermetal,medium,time,1754087300
66019ecdea2d21e5000e1184,cwk0505,small,time,1754150507
65a96bca03387feede060372,Player_60372,daily,time,1754069457
646b4214c741ef51e4078553,Tigermetal,small,time,1754137657
66019ecdea2d21e5000e1184,cwk0505,medium,time,1754196046
646d39a1c741ef51e4078554,deekep,daily,time,1754071573
688d034171c47dab74058f58,Miramar_misiones,daily,time,1754073457
688d0351ee8542b65d0b1ae2,bepiz360,daily,time,1754073431
688d0351ee8542b65d0b1ae2,bepiz360,small,gems,1754073523
688d0351ee8542b65d0b1ae2,bepiz360,medium,gems,1754073447
688d0351ee8542b65d0b1ae2,bepiz360,small,gems,1754073514
65a96bca03387feede060372,Player_60372,small,time,1754138727
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754081450
666e611d56a42bf1ef02b667,thechamber,daily,time,1754081466
666e611d56a42bf1ef02b667,thechamber,small,time,1754130225
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1754084407
662e78911a6f5d6f0a092a42,Player_jazzra,small,time,1754157478
65c2306a1e5c86cd63000f52,Mohammed,medium,time,1756504320
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1754119089
661704d0e376ca8a2e0026c2,Player_026c2,daily,time,1754130107
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754137259
646b4214c741ef51e4078553,Tigermetal,small,time,1754141881
65a96bca03387feede060372,Player_60372,small,time,1754150053
646b4214c741ef51e4078553,Tigermetal,daily,time,1754139470
646b4214c741ef51e4078553,Tigermetal,small,time,1754160962
65c2306a1e5c86cd63000f52,Mohammed,small,time,1756771086
646b4214c741ef51e4078553,Tigermetal,medium,gems,1754170472
646d39a1c741ef51e4078554,deekep,daily,time,1754164676
65a96bca03387feede060372,Player_60372,daily,time,1754166492
681fa53f6eea59092a069f92,Saf,daily,time,1754167078
646b4214c741ef51e4078553,Tigermetal,big,time,1754239726
646b4214c741ef51e4078553,Tigermetal,small,gems,1754171146
64c3a1bad58820db16096802,TomPhilip,daily,time,1754173355
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754175033
64c3a1bad58820db16096802,TomPhilip,small,gems,1755464270
666e611d56a42bf1ef02b667,thechamber,daily,time,1754177500
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1754189017
66019ecdea2d21e5000e1184,cwk0505,daily,time,1754196053
681926de298350f3a4036682,Jamie,daily,time,1754211328
6878b43f07669e59860a33e2,Ding,daily,time,1754214248
688f2fc334485ee4120a890e,Player_a890e,daily,time,1754214652
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754228941
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754249026
662e78911a6f5d6f0a092a42,Player_jazzra,medium,time,1754242571
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1754236630
646b4214c741ef51e4078553,Tigermetal,daily,time,1754239676
646b4214c741ef51e4078553,Tigermetal,small,gems,1754249461
662e78911a6f5d6f0a092a42,Player_jazzra,medium,time,1754294492
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1754242584
688faf5229ea032aae0a60bc,mkxd990,daily,gems,1754247564
688faf5229ea032aae0a60bc,mkxd990,small,gems,1754247958
646b4214c741ef51e4078553,Tigermetal,medium,time,1754300043
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754299466
65a96bca03387feede060372,Player_60372,medium,time,1754299892
65a96bca03387feede060372,Player_60372,daily,time,1754252994
646d39a1c741ef51e4078554,deekep,daily,time,1754255090
64c3a1bad58820db16096802,TomPhilip,daily,time,1754263670
666e611d56a42bf1ef02b667,thechamber,daily,time,1754266971
661704d0e376ca8a2e0026c2,Player_026c2,daily,time,1754272888
68905f1c825193b5220f0502,Davehilson,daily,gems,1754292082
68905f1c825193b5220f0502,Davehilson,small,time,1754378560
68905f1c825193b5220f0502,Davehilson,medium,time,1754466447
689074c97bb092e63201f13b,mrdeckyducky,daily,time,1754530026
647e3e6bd9e2f9778b01364a,straykov,daily,time,1754298293
647e3e6bd9e2f9778b01364a,straykov,small,"game store",1754298314
647e3e6bd9e2f9778b01364a,straykov,medium,time,1756376553
647e3e6bd9e2f9778b01364a,straykov,medium,gems,1756380955
6878b43f07669e59860a33e2,Ding,daily,time,1754301413
64fe04d69af870d3ca093ef2,Esmonde,daily,time,1754303531
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1754306036
65a1710e3e8abf0ee9065ae2,tommaooo,daily,time,1754312471
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754318303
65b43a1fe1a9b6cbd803df34,st.vannuffel,medium,time,1754408606
646b4214c741ef51e4078553,Tigermetal,small,time,1754335234
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754319936
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754415189
65a1710e3e8abf0ee9065ae2,tommaooo,small,time,1754338822
662e78911a6f5d6f0a092a42,Player_jazzra,small,time,1754340800
646b4214c741ef51e4078553,Tigermetal,daily,time,1754329477
66019ecdea2d21e5000e1184,cwk0505,daily,time,1754333322
646b4214c741ef51e4078553,Tigermetal,medium,time,1754687936
646b4214c741ef51e4078553,Tigermetal,medium,gems,1754338798
646b4214c741ef51e4078553,Tigermetal,small,time,1754949354
646b4214c741ef51e4078553,Tigermetal,small,time,1754755560
646b4214c741ef51e4078553,Tigermetal,medium,time,1754752319
662e78911a6f5d6f0a092a42,Player_jazzra,small,time,1754411870
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1754344976
647a3c77c741ef51e4078558,bruzie,daily,time,1754345519
646d39a1c741ef51e4078554,deekep,daily,time,1754345701
65cabb1eddeb64d7560010fb,wiffle,daily,time,1754345841
647a3c77c741ef51e4078558,bruzie,big,time,1754525820
64c3a1bad58820db16096802,TomPhilip,daily,time,1754350563
684f8b6e7515122ceb0837ed,tayyabhussain2002,daily,time,1754360519
666e611d56a42bf1ef02b667,thechamber,daily,time,1754366660
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1754376476
68905f1c825193b5220f0502,Davehilson,daily,time,1754378521
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1754382701
688359ffa3dd9dfac403cfc7,Player_3cfc7,daily,time,1754386974
6878b43f07669e59860a33e2,Ding,daily,time,1754395330
65a926a1f6d3adcf4e0332b5,null,daily,time,1754396071
67e3287c4d8cefc12a0d40a9,JAMES,big,time,1754547050
67e3287c4d8cefc12a0d40a9,JAMES,daily,time,1754397630
66019ecdea2d21e5000e1184,cwk0505,small,time,1754411299
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754408622
66019ecdea2d21e5000e1184,cwk0505,medium,time,1754427683
66019ecdea2d21e5000e1184,cwk0505,medium,time,1754581361
66019ecdea2d21e5000e1184,cwk0505,small,time,1754599903
65b43a1fe1a9b6cbd803df34,st.vannuffel,big,time,1754471978
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754485380
66019ecdea2d21e5000e1184,cwk0505,small,time,1754592821
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754418324
65c2306a1e5c86cd63000f52,Mohammed,small,"game store",1754418331
65a96bca03387feede060372,Player_60372,daily,time,1754418405
65a96bca03387feede060372,Player_60372,big,time,1754465027
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1754450673
680fbc307e4fa212a0092782,JimmyBrown,daily,time,1754472428
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,gems,1754486596
647a3c77c741ef51e4078558,bruzie,daily,time,1754474149
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754491061
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1754474750
65a1710e3e8abf0ee9065ae2,tommaooo,daily,time,1754479472
68905f1c825193b5220f0502,Davehilson,daily,time,1754479985
6878b43f07669e59860a33e2,Ding,daily,time,1754484415
65a96bca03387feede060372,Player_60372,small,time,1754503826
65b43a1fe1a9b6cbd803df34,st.vannuffel,medium,gems,1754486604
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754566188
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754505730
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1754507101
65b43a1fe1a9b6cbd803df34,st.vannuffel,medium,gems,1754574976
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754511428
65c2306a1e5c86cd63000f52,Mohammed,small,time,1756944349
6893f125c01d56232c0c5027,Player4167,daily,time,1754526063
6893f125c01d56232c0c5027,Player4167,small,time,1755147267
689074c97bb092e63201f13b,mrdeckyducky,daily,time,1754526178
65cabb1eddeb64d7560010fb,wiffle,daily,time,1754534344
647a3c77c741ef51e4078558,bruzie,small,time,1754645283
65b8a1434dbf34cb5d0bee95,StephenLee,daily,time,1754542538
64fe04d69af870d3ca093ef2,Esmonde,daily,time,1754558944
684f8b6e7515122ceb0837ed,tayyabhussain2002,daily,time,1754566717
646d39a1c741ef51e4078554,deekep,daily,time,1754567457
688359ffa3dd9dfac403cfc7,Player_3cfc7,daily,time,1754568648
64c3a1bad58820db16096802,TomPhilip,daily,time,1754570006
685d3e79704cf8b1dd0d6351,kkxk,daily,time,1754571232
65a1710e3e8abf0ee9065ae2,tommaooo,daily,time,1754572437
65a1710e3e8abf0ee9065ae2,tommaooo,small,time,1754602597
65b43a1fe1a9b6cbd803df34,st.vannuffel,small,time,1754592987
66019ecdea2d21e5000e1184,cwk0505,daily,time,1754581357
684ab65e50dede675c095f3d,Player_95f3d,daily,time,1754585817
65a96bca03387feede060372,Player_60372,daily,time,1754586425
65b43a1fe1a9b6cbd803df34,st.vannuffel,daily,time,1754593108
66019ecdea2d21e5000e1184,cwk0505,medium,time,1755016499
66019ecdea2d21e5000e1184,cwk0505,small,time,1754680527
66019ecdea2d21e5000e1184,cwk0505,big,time,1754673830
662e78911a6f5d6f0a092a42,Player_jazzra,daily,time,1754596320
65c2306a1e5c86cd63000f52,Mohammed,daily,time,1754607856
64c3a1bad58820db16096802,TomPhilip,big,time,1754738737
